ID,Procedure,Description,MapLayers,UnitID
TOT_NLCD06_23,TO BE DETERMINED,"Developed, Medium Intensity - areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 50% to 79% of the total cover. These areas most commonly include single-family housing units.",TO BE DETERMINED,percent
TOT_NLCD06_22,TO BE DETERMINED,"Developed, Low Intensity - areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20% to 49% percent of total cover. These areas most commonly include single-family housing units.",TO BE DETERMINED,percent
TOT_NLCD06_21,TO BE DETERMINED,"Developed, Open Space - areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover. These areas most commonly include large-lot single-family housing units, parks, golf courses, and vegetation planted in developed settings for recreation, erosion control, or aesthetic purposes.",TO BE DETERMINED,percent
TOT_NLCD06_12,TO BE DETERMINED,"Perennial Ice/Snow - areas characterized by a perennial cover of ice and/or snow, generally greater than 25% of total cover.",TO BE DETERMINED,percent
TOT_NLCD06_11,TO BE DETERMINED,"Open Water - areas of open water, generally with less than 25% cover of vegetation or soil.",TO BE DETERMINED,percent
TOT_NLCD01_95,TO BE DETERMINED,Emergent Herbaceous Wetlands - areas where perennial herbaceous vegetation accounts for greater than 80% of vegetative cover and the soil or substrate is periodically saturated with or covered with water.,TO BE DETERMINED,percent
TOT_NLCD01_90,TO BE DETERMINED,Woody Wetlands - areas where forest or shrubland vegetation accounts for greater than 20% of vegetative cover and the soil or substrate is periodically saturated with or covered with water.,TO BE DETERMINED,percent
TOT_NLCD01_82,TO BE DETERMINED,"Cultivated Crops - areas used for the production of annual crops, such as corn, soybeans, vegetables, tobacco, and cotton, and also perennial woody crops such as orchards and vineyards. Crop vegetation accounts for greater than 20% of total vegetation. This class also includes all land being actively tilled.",TO BE DETERMINED,percent
TOT_NLCD01_81,TO BE DETERMINED,"Pasture/Hay - areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops, typically on a perennial cycle. Pasture/hay vegetation accounts for greater than 20% of total vegetation.",TO BE DETERMINED,percent
TOT_NLCD01_71,TO BE DETERMINED,"Grassland/Herbaceous - areas dominated by gramanoid or herbaceous vegetation, generally greater than 80% of total vegetation. These areas are not subject to intensive management such as tilling, but can be utilized for grazing",TO BE DETERMINED,percent
TOT_NLCD01_52,TO BE DETERMINED,"Shrub/Scrub - areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation. This class includes true shrubs, young trees in an early successional stage or trees stunted from environmental conditions.",TO BE DETERMINED,percent
TOT_NLCD01_43,TO BE DETERMINED,"Mixed Forest - areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75% of total tree cover.",TO BE DETERMINED,percent
TOT_NLCD01_42,TO BE DETERMINED,"Evergreen Forest - areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",TO BE DETERMINED,percent
TOT_NLCD01_41,TO BE DETERMINED,"Deciduous Forest - areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",TO BE DETERMINED,percent
TOT_NLCD01_31,TO BE DETERMINED,"Barren Land (Rock/Sand/Clay) - areas of bedrock, desert pavement, scarps, talus, slides, volcanic material, glacial debris, sand dunes, strip mines, gravel pits and other accumulations of earthen material. Generally, vegetation accounts for less than 15% of total cover.",TO BE DETERMINED,percent
TOT_NLCD01_24,TO BE DETERMINED,"Developed High Intensity - highly developed areas where people reside or work in high numbers. Examples include apartment complexes, row houses and commercial/industrial. Impervious surfaces account for 80% to 100% of the total cover.",TO BE DETERMINED,percent
TOT_NLCD01_23,TO BE DETERMINED,"Developed, Medium Intensity - areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 50% to 79% of the total cover. These areas most commonly include single-family housing units.",TO BE DETERMINED,percent
TOT_NLCD01_22,TO BE DETERMINED,"Developed, Low Intensity - areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20% to 49% percent of total cover. These areas most commonly include single-family housing units.",TO BE DETERMINED,percent
TOT_NLCD01_21,TO BE DETERMINED,"Developed, Open Space - areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover. These areas most commonly include large-lot single-family housing units, parks, golf courses, and vegetation planted in developed settings for recreation, erosion control, or aesthetic purposes.",TO BE DETERMINED,percent
TOT_NLCD01_12,TO BE DETERMINED,"Perennial Ice/Snow - areas characterized by a perennial cover of ice and/or snow, generally greater than 25% of total cover.",TO BE DETERMINED,percent
TOT_NLCD01_11,TO BE DETERMINED,"Open Water - areas of open water, generally with less than 25% cover of vegetation or soil.",TO BE DETERMINED,percent
TOT_NID_STORAGE_2013,TO BE DETERMINED,"The maximum dam storage (in acre-feet) defined as the total storage space in a reservoir below the maximum attainable water surface elevation, including any surcharge storage. ",TO BE DETERMINED,acre feet
TOT_NID_STORAGE_2010,TO BE DETERMINED,"The maximum dam storage (in acre-feet) defined as the total storage space in a reservoir below the maximum attainable water surface elevation, including any surcharge storage. ",TO BE DETERMINED,acre feet
TOT_NID_STORAGE_2000,TO BE DETERMINED,"The maximum dam storage (in acre-feet) defined as the total storage space in a reservoir below the maximum attainable water surface elevation, including any surcharge storage. ",TO BE DETERMINED,acre feet
TOT_NID_STORAGE_1990,TO BE DETERMINED,"The maximum dam storage (in acre-feet) defined as the total storage space in a reservoir below the maximum attainable water surface elevation, including any surcharge storage. ",TO BE DETERMINED,acre feet
TOT_NID_STORAGE_1980,TO BE DETERMINED,"The maximum dam storage (in acre-feet) defined as the total storage space in a reservoir below the maximum attainable water surface elevation, including any surcharge storage. ",TO BE DETERMINED,acre feet
TOT_NID_STORAGE_1970,TO BE DETERMINED,"The maximum dam storage (in acre-feet) defined as the total storage space in a reservoir below the maximum attainable water surface elevation, including any surcharge storage. ",TO BE DETERMINED,acre feet
TOT_NID_STORAGE_1960,TO BE DETERMINED,"The maximum dam storage (in acre-feet) defined as the total storage space in a reservoir below the maximum attainable water surface elevation, including any surcharge storage. ",TO BE DETERMINED,acre feet
TOT_NID_STORAGE_1950,TO BE DETERMINED,"The maximum dam storage (in acre-feet) defined as the total storage space in a reservoir below the maximum attainable water surface elevation, including any surcharge storage. ",TO BE DETERMINED,acre feet
TOT_NID_STORAGE_1940,TO BE DETERMINED,"The maximum dam storage (in acre-feet) defined as the total storage space in a reservoir below the maximum attainable water surface elevation, including any surcharge storage. ",TO BE DETERMINED,acre feet
TOT_NID_STORAGE_1930,TO BE DETERMINED,"The maximum dam storage (in acre-feet) defined as the total storage space in a reservoir below the maximum attainable water surface elevation, including any surcharge storage. ",TO BE DETERMINED,acre feet
TOT_NID_MAJ_DENS_1950,TO BE DETERMINED,NA,TO BE DETERMINED,NA
TOT_NID_DENS_1950,TO BE DETERMINED,NA,TO BE DETERMINED,NA
TOT_NEMATICIDE,TO BE DETERMINED,"Average kilograms per square kilometer of nematicide use on agricultural land, 2009",TO BE DETERMINED,kg/km2
TOT_NDAMS_2013,TO BE DETERMINED,Number of dams in each NHDPlusV2 catchment (CAT) or accumulated upstream (ACC or TOT),TO BE DETERMINED,number of dams
TOT_NDAMS_2010,TO BE DETERMINED,Number of dams in each NHDPlusV2 catchment (CAT) or accumulated upstream (ACC or TOT),TO BE DETERMINED,number of dams
TOT_NDAMS_2000,TO BE DETERMINED,Number of dams in each NHDPlusV2 catchment (CAT) or accumulated upstream (ACC or TOT),TO BE DETERMINED,number of dams
TOT_NDAMS_1990,TO BE DETERMINED,Number of dams in each NHDPlusV2 catchment (CAT) or accumulated upstream (ACC or TOT),TO BE DETERMINED,number of dams
TOT_NDAMS_1980,TO BE DETERMINED,Number of dams in each NHDPlusV2 catchment (CAT) or accumulated upstream (ACC or TOT),TO BE DETERMINED,number of dams
TOT_NDAMS_1970,TO BE DETERMINED,Number of dams in each NHDPlusV2 catchment (CAT) or accumulated upstream (ACC or TOT),TO BE DETERMINED,number of dams
TOT_NDAMS_1960,TO BE DETERMINED,Number of dams in each NHDPlusV2 catchment (CAT) or accumulated upstream (ACC or TOT),TO BE DETERMINED,number of dams
TOT_NDAMS_1950,TO BE DETERMINED,Number of dams in each NHDPlusV2 catchment (CAT) or accumulated upstream (ACC or TOT),TO BE DETERMINED,number of dams
TOT_NDAMS_1940,TO BE DETERMINED,Number of dams in each NHDPlusV2 catchment (CAT) or accumulated upstream (ACC or TOT),TO BE DETERMINED,number of dams
TOT_NDAMS_1930,TO BE DETERMINED,Number of dams in each NHDPlusV2 catchment (CAT) or accumulated upstream (ACC or TOT),TO BE DETERMINED,number of dams
TOT_NATL_P,TO BE DETERMINED,contribution of phosphorus (P) to streams from weathering and erosion of surficial geologic materials,TO BE DETERMINED,parts per million
TOT_N97,TO BE DETERMINED,"Estimate of nitrogen from fertilizer and manure, from Census of Ag 1997 and AAPFCO",TO BE DETERMINED,kg/km2
TOT_MIRAD_2012,TO BE DETERMINED,"Percent of watershed in irrigated agriculture, from USGS 2012 250-m MODIS data",TO BE DETERMINED,percent
TOT_MIRAD_2007,TO BE DETERMINED,"Percent of watershed in irrigated agriculture, from USGS 2007 250-m MODIS data",TO BE DETERMINED,percent
TOT_MIRAD_2002,TO BE DETERMINED,"Percent of watershed in irrigated agriculture, from USGS 2002 250-m MODIS data",TO BE DETERMINED,percent
TOT_MINWD6190,TO BE DETERMINED,Minimum number of wet days (days) from 800m PRISM data. 30 year period or record from 1961-1990.,TO BE DETERMINED,days
TOT_MINP6190,TO BE DETERMINED,Minimum average annual precipitation (mm) from 800m PRISM data. 30 year period or record from 1961-1990.,TO BE DETERMINED,millimeters
TOT_META,TO BE DETERMINED,NA,TO BE DETERMINED,NA
TOT_MAXWD6190,TO BE DETERMINED,Maximum number of wet days (days) from 800m PRISM data. 30 year period or record from 1961-1990.,TO BE DETERMINED,days
TOT_MAXP6190,TO BE DETERMINED,Maximum average annual precipitation (mm) from 800m PRISM data. 30 year period or record from 1961-1990.,TO BE DETERMINED,millimeters
TOT_MAJOR_2013,TO BE DETERMINED,Number of major dams in each NHDPlusV2 catchment (CAT) or accumulated upstream ( ACC or TOT),TO BE DETERMINED,number of major dams
TOT_MAJOR_2010,TO BE DETERMINED,Number of major dams in each NHDPlusV2 catchment (CAT) or accumulated upstream ( ACC or TOT),TO BE DETERMINED,number of major dams
TOT_MAJOR_2000,TO BE DETERMINED,Number of major dams in each NHDPlusV2 catchment (CAT) or accumulated upstream ( ACC or TOT),TO BE DETERMINED,number of major dams
TOT_MAJOR_1990,TO BE DETERMINED,Number of major dams in each NHDPlusV2 catchment (CAT) or accumulated upstream ( ACC or TOT),TO BE DETERMINED,number of major dams
TOT_MAJOR_1980,TO BE DETERMINED,Number of major dams in each NHDPlusV2 catchment (CAT) or accumulated upstream ( ACC or TOT),TO BE DETERMINED,number of major dams
TOT_MAJOR_1970,TO BE DETERMINED,Number of major dams in each NHDPlusV2 catchment (CAT) or accumulated upstream ( ACC or TOT),TO BE DETERMINED,number of major dams
TOT_MAJOR_1960,TO BE DETERMINED,Number of major dams in each NHDPlusV2 catchment (CAT) or accumulated upstream ( ACC or TOT),TO BE DETERMINED,number of major dams
TOT_MAJOR_1950,TO BE DETERMINED,Number of major dams in each NHDPlusV2 catchment (CAT) or accumulated upstream ( ACC or TOT),TO BE DETERMINED,number of major dams
TOT_MAJOR_1940,TO BE DETERMINED,Number of major dams in each NHDPlusV2 catchment (CAT) or accumulated upstream ( ACC or TOT),TO BE DETERMINED,number of major dams
TOT_MAJOR_1930,TO BE DETERMINED,Number of major dams in each NHDPlusV2 catchment (CAT) or accumulated upstream ( ACC or TOT),TO BE DETERMINED,number of major dams
TOT_LSTFZ6190,TO BE DETERMINED,"Watershed average of mean day of the year of last freeze, derived from 30 years of record (1961-1990), 2 km PRISM.",TO BE DETERMINED,day of the year
TOT_LENGTH_KM,TO BE DETERMINED,NA,TO BE DETERMINED,NA
TOT_LAKEPOND,TO BE DETERMINED,Lake or Pond,TO BE DETERMINED,percent
TOT_KGFISH,TO BE DETERMINED,"Toxicity Weighted Use for fish in kilograms per square kilometer on agricultural land, 2013",TO BE DETERMINED,kg/km2
TOT_KGCLADO,TO BE DETERMINED,"Toxicity Weighted Use for cladocerans in kilograms per square kilometer on agricultural land, 2013",TO BE DETERMINED,kg/km2
TOT_KGBI,TO BE DETERMINED,"Toxicity Weighted Use for benthic invertebrates in kilograms per square kilometer on agricultural land, 2013",TO BE DETERMINED,kg/km2
TOT_KFACT_UP,TO BE DETERMINED,Average K-factor value for the uppermost soil horizon in each soil component. K-factor is an erodibility factor which quantifies the susceptibility of soil particles to detachment and movement by water. The K-factor is used in the Universal Soil Loss Equation (USLE) to estimate soil loss by water. Higher values of K-factor indicate greater potential for erosion.,TO BE DETERMINED,unitless
TOT_KFACT,TO BE DETERMINED,Average K-factor value. K-factor is an erodibility factor which quantifies the susceptibility of soil particles to detachment and movement by water. The K-factor is used in the Universal Soil Loss Equation (USLE) to estimate soil loss by water. Higher values of K-factor indicate greater potential for erosion.,TO BE DETERMINED,unitless
TOT_INSECTICIDE,TO BE DETERMINED,"Average kilograms per square kilometer of insecticide use on agricultural land, 2009",TO BE DETERMINED,kg/km2
TOT_IMPV11_BUFF100,TO BE DETERMINED,Impervious surface in 100 meter riparion buffers from NLCD 2011,TO BE DETERMINED,percent
TOT_IMPV11,TO BE DETERMINED,Impervious surface from NLCD 2011,TO BE DETERMINED,percent
TOT_IMPV06_BUFF100,TO BE DETERMINED,Impervious surface in 100 meter riparion buffers from NLCD 2006,TO BE DETERMINED,percent
TOT_IMPV06,TO BE DETERMINED,Impervious surface from NLCD 2006,TO BE DETERMINED,percent
TOT_IMPV01_BUFF100,TO BE DETERMINED,Impervious surface in 100 meter riparion buffers from NLCD 2001,TO BE DETERMINED,percent
TOT_IMPV01,TO BE DETERMINED,Impervious surface from NLCD 2001,TO BE DETERMINED,percent
TOT_ICEMASS,TO BE DETERMINED,Ice Mass,TO BE DETERMINED,percent
TOT_HUNT9,TO BE DETERMINED,"(Hunt GEOCODE:  w) Gravel, sand and clay deposited by glacial streams adjacent to or downstream from temporary ice fronts",TO BE DETERMINED,percent
TOT_HUNT8,TO BE DETERMINED,(Hunt GEOCODE:  mg) Deposits of mountain glaciers,TO BE DETERMINED,percent
TOT_HUNT7,TO BE DETERMINED,"(Hunt GEOCODE:  ts/K,T) Thin ice-laid deposits, like ts but thin and discontinuous.  Extensive exposure of underlying Cretaceous- and Tertiary-age formations",TO BE DETERMINED,percent
TOT_HUNT6,TO BE DETERMINED,"(Hunt GEOCODE:  ts) Ice-laid deposits, like tg but mostly sand and silt",TO BE DETERMINED,percent
TOT_HUNT5,TO BE DETERMINED,"(Hunt GEOCODE:  tg) Till, or ground moraine",TO BE DETERMINED,percent
TOT_HUNT45,TO BE DETERMINED,(Hunt GEOCODE:  co/c) Clayey and loamy colluvium; on poorly consolidated rocks on  lee sides of Pacific Coast Ranges,TO BE DETERMINED,percent
TOT_HUNT44,TO BE DETERMINED,(Hunt GEOCODE:  co/gr) Bouldery and sandy colluvium on granitic rocks,TO BE DETERMINED,percent
TOT_HUNT43,TO BE DETERMINED,(Hunt GEOCODE:  co/v) Colluvium on volcanic rocks,TO BE DETERMINED,percent
TOT_HUNT42,TO BE DETERMINED,(Hunt GEOCODE:  co/m) Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,TO BE DETERMINED,percent
TOT_HUNT41,TO BE DETERMINED,"(Hunt GEOCODE:  co/ls) Stony colluvium on limestone; considerable admixed silt,  possibly of loess origin",TO BE DETERMINED,percent
TOT_HUNT40,TO BE DETERMINED,"(Hunt GEOCODE:  co/ss,sh) Sandy and stony colluvium derived mostly from sandstone and shale",TO BE DETERMINED,percent
TOT_HUNT4,TO BE DETERMINED,(Hunt GEOCODE:  pW) Pre-Wisconsinan drift,TO BE DETERMINED,percent
TOT_HUNT39,TO BE DETERMINED,"(Hunt GEOCODE:  gp) Sandy coastal ground with organic layer over a shallow water  table, ground water podsols",TO BE DETERMINED,percent
TOT_HUNT38,TO BE DETERMINED,"(Hunt GEOCODE:  m) Marshes, swamps, peat deposits; only locally thicker than 12 feet",TO BE DETERMINED,percent
TOT_HUNT37,TO BE DETERMINED,(Hunt GEOCODE:  c) Clayey ground on weathered Permian- and/or Triassic-age red beds,TO BE DETERMINED,percent
TOT_HUNT36,TO BE DETERMINED,"(Hunt GEOCODE:  gyp) Sandy gypsiferous ground; many sinks, local dunes; vegetation scanty or lacking where there is much gypsum or other salt",TO BE DETERMINED,percent
TOT_HUNT35,TO BE DETERMINED,"(Hunt GEOCODE:  sh) Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",TO BE DETERMINED,percent
TOT_HUNT34,TO BE DETERMINED,(Hunt GEOCODE:  ss) Sandy ground; mostly on poorly consolidated sandstone  formations,TO BE DETERMINED,percent
TOT_HUNT33,TO BE DETERMINED,(Hunt GEOCODE:  ls) Silt on limestone; probably includes considerable loess; extensive bare rock,TO BE DETERMINED,percent
TOT_HUNT32,TO BE DETERMINED,(Hunt GEOCODE:  rsi) Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,TO BE DETERMINED,percent
TOT_HUNT31,TO BE DETERMINED,"(Hunt GEOCODE:  rph) Phosphatic clay; poorly sorted clay and phosphate pebbles or nodules in sandy matrix. Thickness 10 to 50 feet, commonly overlain by loose sand. Major source of phosphate fertilizer",TO BE DETERMINED,percent
TOT_HUNT30,TO BE DETERMINED,"(Hunt GEOCODE:  rg) Intensively weathered upper Tertiary- and Quaternary-age gravels; thickness generally less than 30 feet,  distribution not completely known",TO BE DETERMINED,percent
TOT_HUNT3,TO BE DETERMINED,(Hunt GEOCODE:  bm) Backshore deposits,TO BE DETERMINED,percent
TOT_HUNT29,TO BE DETERMINED,"(Hunt GEOCODE:  rl) Loam; texture variable, ranging from sand to clay, mostly  non-swelling clay mineral, kaolinite; otherwise similar to rc",TO BE DETERMINED,percent
TOT_HUNT28,TO BE DETERMINED,"(Hunt GEOCODE:  rc) Clay residuum that swells when wet; developed by weathering  of poorly consolidated shale, containing the clay mineral montmorillonite, generally less than 10 feet",TO BE DETERMINED,percent
TOT_HUNT27,TO BE DETERMINED,"(Hunt GEOCODE:  rs) Sandy residuum, derived by intensive weathering of sandstone formations. Sand locally is in dunes",TO BE DETERMINED,percent
TOT_HUNT26,TO BE DETERMINED,"(Hunt GEOCODE:  rtr)  Residuum on Triassic-age formations; depths less than most other saprolite, reddish color, largely inherited from from parent rock",TO BE DETERMINED,percent
TOT_HUNT25,TO BE DETERMINED,"(Hunt GEOCODE:  rlc) Cherty red clay; similar to rls, but with chert from the parent rock",TO BE DETERMINED,percent
TOT_HUNT24,TO BE DETERMINED,"(Hunt GEOCODE:  rls) Red clay, massive clay that is generally kaolinitic",TO BE DETERMINED,percent
TOT_HUNT23,TO BE DETERMINED,(Hunt GEOCODE:  rga) Clay residuum with little mica or quartz; mostly massive kaolinitic clay,TO BE DETERMINED,percent
TOT_HUNT22,TO BE DETERMINED,"(Hunt GEOCODE:  rgr) Residuum with abundant quartz; much less mica than rsh, but equal to clay",TO BE DETERMINED,percent
TOT_HUNT21,TO BE DETERMINED,"(Hunt GEOCODE:  rsh) Micaceous residuum without much quartz; clay,  mostly kaolinite",TO BE DETERMINED,percent
TOT_HUNT20,TO BE DETERMINED,(Hunt GEOCODE:  br) Bedrock,TO BE DETERMINED,percent
TOT_HUNT2,TO BE DETERMINED,(Hunt GEOCODE:  cr) Coral,TO BE DETERMINED,percent
TOT_HUNT19,TO BE DETERMINED,(Hunt GEOCODE:  b) Basalt,TO BE DETERMINED,percent
TOT_HUNT18,TO BE DETERMINED,(Hunt GEOCODE:  es) Deeply weathered loess,TO BE DETERMINED,percent
TOT_HUNT17,TO BE DETERMINED,(Hunt GEOCODE:  wl) Wisconsinan loess,TO BE DETERMINED,percent
TOT_HUNT16,TO BE DETERMINED,(Hunt GEOCODE:  s/osg) Sand sheets on sandy and gravelly Ogallala Formation in southern Great Plains,TO BE DETERMINED,percent
TOT_HUNT15,TO BE DETERMINED,"(Hunt GEOCODE:  s) Sand sheets, mostly with dunes or sand mounds at surface",TO BE DETERMINED,percent
TOT_HUNT14,TO BE DETERMINED,(Hunt GEOCODE:  l) Lake deposits,TO BE DETERMINED,percent
TOT_HUNT13,TO BE DETERMINED,(Hunt GEOCODE:  osg) Pliocene-age and older stream deposits on the Great Plains,TO BE DETERMINED,percent
TOT_HUNT12,TO BE DETERMINED,(Hunt GEOCODE:  fs) Fan sands,TO BE DETERMINED,percent
TOT_HUNT11,TO BE DETERMINED,(Hunt GEOCODE:  fg) Fan gravels,TO BE DETERMINED,percent
TOT_HUNT10,TO BE DETERMINED,(Hunt GEOCODE:  al) Floodplain and alluvium gravel terraces,TO BE DETERMINED,percent
TOT_HUNT1,TO BE DETERMINED,(Hunt GEOCODE:  si) Sea islands,TO BE DETERMINED,percent
TOT_HLR_9,TO BE DETERMINED,Humid plateaus with impermeable soils and permeable bedrock,TO BE DETERMINED,percent
TOT_HLR_8,TO BE DETERMINED,Semiarid plains with impermeable soils and bedrock,TO BE DETERMINED,percent
TOT_HLR_7,TO BE DETERMINED,Humid plains with permeable soils and impermeable bedrock,TO BE DETERMINED,percent
TOT_HLR_6,TO BE DETERMINED,Subhumid plains with impermeable soils and bedrock,TO BE DETERMINED,percent
TOT_HLR_5,TO BE DETERMINED,Arid plains with permeable soils and bedrock,TO BE DETERMINED,percent
TOT_HLR_4,TO BE DETERMINED,Humid plains with permeable soils and bedrock,TO BE DETERMINED,percent
TOT_HLR_3,TO BE DETERMINED,Subhumid plains with impermeable soils and permeable bedrock,TO BE DETERMINED,percent
TOT_HLR_20,TO BE DETERMINED,Humid mountains with permeable soils and impermeable bedrock,TO BE DETERMINED,percent
TOT_HLR_2,TO BE DETERMINED,Humid plains with permeable soils and bedrock,TO BE DETERMINED,percent
TOT_HLR_19,TO BE DETERMINED,Very humid mountains with permeable soils and impermeable bedrock,TO BE DETERMINED,percent
TOT_HLR_18,TO BE DETERMINED,Semiarid mountains with permeable soils and impermeable bedrock,TO BE DETERMINED,percent
TOT_HLR_17,TO BE DETERMINED,Semiarid mountains with impermeable soils and bedrock,TO BE DETERMINED,percent
TOT_HLR_16,TO BE DETERMINED,Humid mountains with permeable soils and impermeable bedrock,TO BE DETERMINED,percent
TOT_HLR_15,TO BE DETERMINED,Semiarid mountains with impermeable soils and permeable bedrock,TO BE DETERMINED,percent
TOT_HLR_14,TO BE DETERMINED,Arid playas with permeable soils and bedrock,TO BE DETERMINED,percent
TOT_HLR_13,TO BE DETERMINED,Semiarid plateaus with impermeable soils and bedrock,TO BE DETERMINED,percent
TOT_HLR_12,TO BE DETERMINED,Semiarid plateaus with permeable soils and impermeable bedrock,TO BE DETERMINED,percent
TOT_HLR_11,TO BE DETERMINED,Humid plateaus with impermeable soils and bedrock,TO BE DETERMINED,percent
TOT_HLR_10,TO BE DETERMINED,Arid plateaus with impermeable soils and permeable bedrock,TO BE DETERMINED,percent
TOT_HLR_1,TO BE DETERMINED,Subhumid plains with permeable soils and bedrock,TO BE DETERMINED,percent
TOT_HGVAR,TO BE DETERMINED,Percentage of soils in hydrologic group VAR. Hydrologic group VAR soils have variable drainage characteristics.,TO BE DETERMINED,percent
TOT_HGD,TO BE DETERMINED,"Percentage of soils in hydrologic group D. Hydrologic group D soils have very slow infiltration rates. Soils are clayey, have a high water table, or have a shallow impervious layer.",TO BE DETERMINED,percent
TOT_HGCD,TO BE DETERMINED,Percentage of soils in hydrologic group C/D. Hydrologic group C/D soils have group C characteristics (slow infiltration rates) when artificially drained and have group D characteristics (very slow infiltration rates) when not drained.,TO BE DETERMINED,percent
TOT_HGC,TO BE DETERMINED,"Percentage of soils in hydrologic group C. Hydrologic group C soils have slow soil inflitration rates. The soil profiles include layers impeding downward movement of water and, typically, have moderately fine or fine texture.",TO BE DETERMINED,percent
TOT_HGBD,TO BE DETERMINED,Percentage of soils in hydrologic group B/D. Hydrologic group B/D soils have group B characteristics (moderate infiltration rates) when artificially drained and have group D characteristics (very slow infiltration rates) when not drained.,TO BE DETERMINED,percent
TOT_HGBC,TO BE DETERMINED,Percentage of soils in hydrologic group B/C. Hydrologic group B/C soils have group B characteristics (moderate infiltration rates) when artificially drained and have group C characteristics (slow infiltration rates) when not drained.,TO BE DETERMINED,percent
TOT_HGB,TO BE DETERMINED,"Percentage of soils in hydrologic group B. Hydrologic group B soils have moderate infiltration rates. Soils are moderately deep, moderately well drained, and moderately coarse in texture.",TO BE DETERMINED,percent
TOT_HGAD,TO BE DETERMINED,Percentage of soils in hydrologic group A/D. Hydrologic group A/D soils have group A characteristics (high infiltration rates) when artificially drained and have group D characteristics (very slow infiltration rates) when not drained.,TO BE DETERMINED,percent
TOT_HGAC,TO BE DETERMINED,Percentage of soils in hydrologic group A/C. Hydrologic group A/C soils have group A characteristics (high infiltration rates) when artificially drained and have group C characteristics  (slow infiltration rates when not drained.,TO BE DETERMINED,percent
TOT_HGA,TO BE DETERMINED,"Percentage of soils in hydrologic group A. Hydrologic group A soils have high infiltration rates. Soils are deep and well drained and, typically, have high sand and gravel content.",TO BE DETERMINED,percent
TOT_HERBICIDE,TO BE DETERMINED,"Average kilograms per square kilometer of herbicide use on agricultural land, 2009",TO BE DETERMINED,kg/km2
TOT_HDENS80,TO BE DETERMINED,SILVIS lab housing density for 1980,TO BE DETERMINED,persons per square kilometer
TOT_HDENS70,TO BE DETERMINED,SILVIS lab housing density for 1970,TO BE DETERMINED,persons per square kilometer
TOT_HDENS60,TO BE DETERMINED,SILVIS lab housing density for 1960,TO BE DETERMINED,persons per square kilometer
TOT_HDENS50,TO BE DETERMINED,SILVIS lab housing density for 1950,TO BE DETERMINED,persons per square kilometer
TOT_HDENS40,TO BE DETERMINED,SILVIS lab housing density for 1940,TO BE DETERMINED,persons per square kilometer
TOT_HDENS10,TO BE DETERMINED,SILVIS lab housing density for 2010,TO BE DETERMINED,persons per square kilometer
TOT_HDENS00,TO BE DETERMINED,SILVIS lab housing density for 2000,TO BE DETERMINED,persons per square kilometer
TOT_FUNGICIDE,TO BE DETERMINED,"Average kilograms per square kilometer of fungicide use on agricultural land, 2009",TO BE DETERMINED,kg/km2
TOT_FSTFZ6190,TO BE DETERMINED,"Watershed average of mean day of the year of first freeze, derived from 30 years of record (1961-1990), 2 km PRISM.",TO BE DETERMINED,day of the year
TOT_FRESHWATER_WD,TO BE DETERMINED,"Freshwater withdrawal megaliters (1000 cubic meters) per year per sqkm, from 1995-2000 county-level estimates",TO BE DETERMINED,megaliters/km2
TOT_EVAP,TO BE DETERMINED,NA,TO BE DETERMINED,NA
TOT_ET,TO BE DETERMINED,"Mean-annual actual evapotranspiration (ET), estimated using regression equation of Sanford and Selnick (2013)",TO BE DETERMINED,millimeters
TOT_ESTUARY,TO BE DETERMINED,Estuary,TO BE DETERMINED,percent
TOT_ELEV_MIN,TO BE DETERMINED,NHDPlus Version 2 Minimum elevation,TO BE DETERMINED,meters
TOT_ELEV_MEAN,TO BE DETERMINED,NHDPlus Version 2 Mean elevation,TO BE DETERMINED,meters
TOT_ELEV_MAX,TO BE DETERMINED,NHDPlus Version 2 Maximum elevation,TO BE DETERMINED,meters
TOT_ECOL3_9,TO BE DETERMINED,Eastern Cascades Slopes and Foothills,TO BE DETERMINED,percent
TOT_ECOL3_85,TO BE DETERMINED,"California Coastal Sage, Chaparral, and Oak Woodlands",TO BE DETERMINED,percent
TOT_ECOL3_84,TO BE DETERMINED,Atlantic Coastal Pine Barrens,TO BE DETERMINED,percent
